sample_id,m_hot_kg_s,m_cold_kg_s,cp_hot_J_kgK,cp_cold_J_kgK,UA_W_K,T_hot_in_C,T_cold_in_C,Q_kW,T_hot_out_C,T_cold_out_C,effectiveness,NTU,LMTD_K,split
209,0.281433,0.493292,4045.22,3707.17,109.983,283.064,30.8083,25.7248,260.468,44.8754,0.0895761,0.0966065,233.898,train
210,0.512756,0.445359,2653.1,2739.56,3149.79,107.173,58.9741,43.9487,74.8668,94.995,0.747344,2.58161,13.9529,train
211,0.345475,0.452644,2291.66,3523.25,850.381,173.731,53.7986,55.7945,103.258,88.7844,0.587607,1.0741,65.6112,train
212,2.08618,1.07848,2325.77,3126.98,8003.58,101.453,9.09244,241.994,51.5775,80.85,0.776928,2.37327,30.2357,train
213,0.154399,0.116164,4074.34,2101.84,8061.42,189.411,41.3846,36.1419,131.958,189.411,1,33.0171,4.48331,train
214,0.374447,3.90635,1704.82,3896.44,311.05,163.759,30.2118,32.6587,112.6,32.3574,0.383083,0.48726,104.995,test
215,0.373473,2.52215,2193.44,3229.7,395.078,210.747,28.8345,56.1035,142.261,35.7219,0.37648,0.482278,142.006,train
216,0.459617,0.877673,2573.11,3813.63,191.104,139.301,25.3121,19.6205,122.711,31.174,0.145544,0.16159,102.669,train
217,0.0730163,3.09222,3380.74,3144.14,481.82,232.331,46.4025,39.196,73.5455,50.434,0.854014,1.95188,81.35,train
218,0.672089,3.29503,1191.06,4033.68,8683.33,136.255,42.6063,74.9632,42.6096,48.2465,0.999965,10.8474,8.63301,train
219,0.0838482,0.0999834,2728.77,2682.98,19357.2,181.594,20.1612,36.9362,20.1613,157.853,0.999999,84.6023,1.90814,test
220,0.830673,2.08952,3336.82,1005.64,3418.59,151.31,28.2315,172.229,89.174,110.195,0.665945,1.6269,50.3802,train
221,0.217279,0.640992,3798.69,3926.64,6927.27,148.106,17.7654,107.323,18.0768,60.4056,0.997611,8.39286,15.4928,train
222,0.0608119,2.34568,2893.12,3268.53,10208.8,110.277,9.70993,17.6934,9.70993,12.0177,1,58.0255,1.73315,train
223,0.513507,2.37819,3465.38,2320.34,1609.86,287.801,42.9486,241.929,151.848,86.7905,0.555246,0.904671,150.279,train
224,0.562131,1.6684,3616.8,1054.5,2380.25,173.245,36.5201,143.707,102.561,118.203,0.597424,1.35292,60.3748,train
225,0.942112,0.125479,1706.1,3576.72,216.251,153.358,45.8352,17.6388,142.384,85.137,0.365522,0.481838,81.5663,train
226,0.148998,0.210403,2904.07,3815.89,1828.14,209.262,15.7375,77.7758,29.5168,112.609,0.928798,4.22495,42.5437,train
227,0.264902,0.589681,2883.26,2225.4,1434.99,153.856,23.2111,73.8956,57.1068,79.5222,0.740552,1.8788,51.4954,train
228,0.370814,2.96185,2541,3502.97,19143.6,108.739,14.1079,89.1653,14.1079,22.7019,1,20.3171,4.65772,train
229,0.667322,0.0866047,3254.15,3449.7,123.852,129.568,52.3048,7.67736,126.033,78.0023,0.332595,0.414554,61.9882,train
230,0.094262,0.378881,3136.15,1641.1,4311.71,187.237,46.1534,41.6966,46.1886,113.213,0.99975,14.5854,9.67054,test
231,0.416039,2.10071,3659.59,1432.66,6039.66,156.702,43.8058,159.008,52.2657,96.6395,0.925065,3.96685,26.3273,train
232,1.82948,3.81262,3147.1,1704.47,5308.93,86.1652,46.4827,112.632,66.6027,63.8148,0.492976,0.922079,21.2157,train
233,4.74392,0.633079,1288.83,4150.73,798.984,102.456,48.367,35.4267,96.6615,61.8488,0.249254,0.304058,44.3397,train
234,0.27807,0.383483,3562.74,3400.9,2739.45,164.036,51.7129,88.6907,74.5118,119.718,0.797024,2.76519,32.3754,train
235,3.43914,0.059717,3678.81,3095.52,186.535,299.7,26.2486,32.0206,297.169,199.468,0.633456,1.00908,171.66,train
236,0.356867,0.0941106,2462.2,2864.22,287.463,172.254,43.7696,21.2032,148.123,122.43,0.612217,1.06644,73.7597,train
237,0.09671,4.31129,3948.39,3764.22,2115.35,155.729,49.7034,40.309,50.1667,52.1872,0.995631,5.53975,19.0555,train
238,1.0682,0.0767057,3395.36,2467.28,203.75,234.174,35.3627,24.5251,227.412,164.951,0.651814,1.07659,120.369,train
239,3.03523,0.215994,2692.38,3455.19,221.946,86.6602,6.6444,15.2002,84.8002,27.0118,0.254542,0.297396,68.4858,train
240,0.854596,2.94676,1833.11,3646.11,495.141,144.641,52.5235,38.4208,120.115,56.0994,0.266242,0.316068,77.5957,train
241,3.06506,0.649848,3135.26,1043.38,1568.41,299.106,32.5518,161.004,282.352,270.007,0.890832,2.31316,102.654,train
242,0.0956039,0.0787224,2800.61,2833.03,9780.6,97.9139,5.78502,20.5446,21.1831,97.9038,0.99989,43.8546,2.10055,train
243,0.191732,4.48758,2810.09,4096.63,1901.77,156.076,22.082,69.9133,26.3141,25.8849,0.968416,3.52975,36.7623,train
244,0.962155,0.162082,3715.54,2602.75,281.232,258.119,54.9107,40.7825,246.711,151.584,0.475735,0.666649,145.014,test
245,0.200896,2.19667,2925.85,1268.58,184.206,129.362,18.4431,17.1002,100.27,24.5796,0.262285,0.313387,92.8322,test
246,3.93059,0.389037,3631.42,1275.66,104.79,100.457,46.2796,5.10219,100.099,56.5605,0.189765,0.211152,48.6895,train
247,2.59341,0.0574841,1042.38,4046.16,1494.49,172.372,10.9099,37.4577,158.515,171.956,0.997426,6.42542,25.0639,test
248,0.457127,0.629049,2200.93,3842.21,762.189,202.852,21.2673,89.136,114.257,58.147,0.4879,0.757562,116.947,test
249,0.159135,0.0526738,1439.68,1314.89,959.475,259.526,37.9622,15.3448,192.548,259.516,0.999956,13.8532,15.993,train
250,0.132305,2.56856,2633.7,3291.26,655.391,184.762,44.2369,41.1786,66.5855,49.1079,0.840963,1.88087,62.8306,train
251,2.67913,1.82047,2828.88,2922.98,9560.78,146.158,23.661,458.762,85.6262,109.875,0.703807,1.79673,47.9838,test
252,0.0656759,0.0889396,3507.71,3148.26,4495.36,183.112,55.3528,29.2636,56.0843,159.864,0.994275,19.5135,6.50973,test
253,0.129674,4.3802,2557.19,2858.59,19992.9,285.948,14.5154,90.0073,14.5154,21.7038,1,60.2919,4.50197,train
254,1.42744,0.0662948,1321.96,2182.63,5622.74,136.231,41.7399,13.6726,128.985,136.231,1,38.8587,2.43166,train
255,1.33796,2.90578,1929.36,1558.51,142.308,181.009,5.37736,23.9558,171.729,10.6672,0.0528389,0.055128,168.339,train
256,0.124198,2.45698,1318.96,3462.1,531.704,148.23,56.0721,14.4825,59.8214,57.7746,0.959317,3.24579,27.2378,train
257,0.926985,0.401622,3203.58,3819.22,1012.97,290.586,31.7035,173.757,232.075,144.983,0.43757,0.660394,171.533,train
258,0.491319,0.207317,1681.31,1678.23,4318.29,199.411,11.6553,65.2961,120.366,199.328,0.999561,12.4116,15.1208,train
259,0.954636,0.49593,2496.75,1596.01,143.628,157.192,33.1524,15.8771,150.531,53.2117,0.161718,0.181461,110.544,train
260,0.59044,4.01883,1863.53,1814.56,1285.52,83.6236,50.1078,24.5778,61.2862,53.4781,0.666474,1.16833,19.119,train
261,0.278444,2.50836,1350.89,3328.2,14663.5,145.671,33.8349,42.0667,33.8349,38.8739,1,38.9834,2.8688,train
262,0.277682,0.140599,2172.83,3475.24,329.063,133.948,44.8311,18.2053,103.774,82.0902,0.418093,0.673461,55.3248,train
263,2.01721,2.97775,2041.03,2650.45,795.465,177.433,53.2161,86.0936,156.522,64.1246,0.168341,0.193206,108.23,train
264,3.61272,0.137577,3892,2686.25,19804.2,282.152,49.6589,85.9218,276.041,282.152,1,53.5874,4.33857,train
265,0.767739,0.0667779,3195.41,4049.22,256.608,213.301,35.2594,28.815,201.555,141.824,0.59854,0.948997,112.292,train
266,0.0517591,0.121784,2160.58,2254.59,114.395,192.604,50.8814,9.26299,109.773,84.6175,0.584461,1.02294,80.9735,train
267,0.254578,0.228548,1378.93,2929.5,2239.19,213.067,13.4148,68.4411,18.1022,115.637,0.976522,6.37865,30.5652,test
268,1.47277,0.145781,2005.35,1265.87,3201.12,116.959,13.4406,19.1033,110.491,116.959,1,17.3466,5.96769,train
269,0.169869,0.150272,3675.53,1241.48,2540.81,264.577,11.6767,47.1785,189.014,264.564,0.99995,13.6193,18.5683,train
270,0.465413,0.376315,3435.43,1590.52,192.631,292.897,42.3238,39.4176,268.244,108.18,0.262823,0.321836,204.628,test
271,0.267906,0.835201,3931.25,1553.96,209.721,167.123,38.0527,22.9304,145.351,55.7204,0.168683,0.199127,109.338,train
272,0.566534,0.281296,3763.32,4198.31,2054.83,152.375,38.6896,97.2712,106.752,121.055,0.724506,1.73996,47.3378,train
273,0.555864,0.0935748,1557.98,2113.41,1699.69,225.475,44.7278,35.7086,184.243,225.291,0.998983,8.59461,21.0089,train
274,4.88379,1.17312,2928.7,2233.52,658.166,268.305,21.1567,141.188,258.433,75.0416,0.218027,0.251191,214.518,train
275,0.127833,1.76427,2547.58,3917.78,8517.63,205.983,14.6915,62.2968,14.6915,23.7043,1,26.1547,7.31387,train
276,0.268272,2.60966,4133.54,3705.65,330.38,145.012,25.1706,33.7873,114.543,28.6644,0.254243,0.297932,102.268,test
277,0.8431,0.0879037,4194.48,1582.16,1890.13,264.266,15.8955,34.5426,254.498,264.265,0.999998,13.5905,18.2752,test
278,1.32091,0.430073,4011.37,3617.97,4928.09,262.973,19.8894,348.789,197.147,244.048,0.922145,3.16717,70.7757,train
279,0.0987647,0.305298,1583.23,2670.04,10842,237.358,32.6695,32.0066,32.6695,71.9339,1,69.337,2.95209,train
280,0.413988,3.24452,4106.05,1976.8,1816.94,177.197,20.8354,164.505,80.421,46.4842,0.618924,1.06888,90.54,train
281,4.55095,1.16668,2821.18,3595.53,103.493,120.399,18.2605,10.4001,119.589,20.7398,0.0242737,0.0246716,100.491,test
282,0.68499,0.0637333,2202.17,1596.4,227.047,143.2,36.7717,9.55753,136.864,130.709,0.882629,2.23155,42.0949,test
283,2.02375,0.144338,2788.86,2668.27,345.305,114.178,36.1454,17.538,111.07,81.683,0.583572,0.896588,50.7899,train
284,4.26724,0.186321,1639.27,3192.99,820.07,85.3945,23.6027,26.997,81.5351,68.9817,0.734386,1.37845,32.9203,train
285,0.194305,0.335642,1438.02,3860.57,3588.03,88.5324,24.5803,17.8686,24.5824,38.3703,0.999967,12.8412,4.98005,train
286,2.77656,2.80754,3560.05,4155.29,11744.5,180.776,17.5128,912.993,88.4116,95.7728,0.565738,1.18815,77.7379,train
287,0.114049,0.151633,1495.19,1736.89,108.216,266.162,52.2423,15.161,177.254,109.807,0.415614,0.634607,140.099,train
288,0.129257,0.442412,2589.64,4124.44,10742.7,236.915,6.80137,77.0254,6.80137,49.014,1,32.0938,7.17003,train
289,0.46366,2.76176,2517.85,1370.09,6812.08,200.434,16.5445,212.036,18.806,72.5815,0.987702,5.83514,31.1265,train
290,1.02126,0.178962,1182.87,1778.91,9657.73,275.553,31.4485,77.7125,211.223,275.553,1,30.3361,8.04667,train
291,0.0950287,0.188001,1947.61,1447.2,1585.6,295.573,56.2042,43.3447,61.3769,215.517,0.97839,8.56717,27.3365,train
292,0.146761,0.817775,3275.54,2839.42,2471.69,180.185,56.6612,58.5793,58.3279,81.8891,0.986507,5.14162,23.7001,train
293,0.891066,0.732005,3169.11,2416.24,634.128,262.912,31.968,113.259,222.804,96.003,0.277276,0.358528,178.605,train
294,0.734434,1.60808,2971.5,2643.56,599.604,132.972,45.9057,43.1666,113.192,56.06,0.22718,0.274749,71.9919,train
295,0.0698433,0.201531,2561.94,2346.95,1293.9,254.667,18.8598,41.9001,20.5027,107.447,0.993033,7.2311,32.3829,train
296,0.0618853,0.077067,3582.54,1861.22,3641.59,177.789,50.6511,18.2356,95.5376,177.783,0.999955,25.3879,5.00758,test
297,0.166741,4.72102,1883.01,1031.84,3456.24,152.559,34.1212,37.1855,34.125,41.7547,0.999968,11.008,10.7589,test
298,2.08266,3.03723,3508.64,3598.85,279.539,269.889,58.8307,57.1735,262.065,64.0614,0.0370711,0.0382547,204.528,train
299,1.10824,0.0689018,1343.48,2778.83,9372.37,185.338,37.7595,28.2563,166.36,185.338,1,48.9505,3.01485,train
300,0.121354,4.11092,3600.53,3611.32,1498.45,244.811,34.0827,88.8687,41.4222,40.0688,0.965171,3.42941,59.3072,train
301,0.0845991,4.4296,1568.77,1477.16,466.819,165.375,27.4566,17.7321,31.7658,30.1666,0.968756,3.51742,37.985,train
302,3.04124,0.110684,1794.61,3740.94,9124.7,105.08,25.5647,32.9244,99.0475,105.08,1,22.0369,3.60827,test
303,0.783563,0.0743158,3122.87,2446.97,1414.53,164.919,18.4617,26.6147,154.042,164.818,0.999309,7.77861,18.8152,train
304,2.36365,0.227434,1576.04,4011.21,4889.17,267.92,42.4207,202.994,213.429,264.932,0.986745,5.35924,41.5191,test
305,0.113073,0.811465,2648.95,3500.78,11917.7,255.757,6.71881,74.5932,6.71881,32.977,1,39.7886,6.25902,train
306,1.53161,1.7453,1283.91,2430.52,4256.42,215.741,39.1577,279.009,73.8562,104.931,0.8035,2.16452,65.55,train
307,0.40495,0.627947,2202.06,2575.24,355.826,298.936,11.8184,77.8567,211.625,59.9639,0.304093,0.399032,218.806,train
308,2.43768,4.79771,4115.32,3090.86,103.138,126.476,59.715,6.82672,125.795,60.1753,0.0101932,0.0102811,66.1901,train
309,0.0887592,0.324499,1410.84,2556.22,13227.7,167.468,27.9137,17.4756,27.9137,48.9816,1,105.632,1.32114,test
310,0.365518,1.02597,1180.01,3965.6,666.109,174.347,50.9481,40.9336,79.4431,61.009,0.769083,1.54437,61.4518,test
311,0.187512,4.45995,2227.36,2035.03,6209.83,123.836,39.7206,35.1313,39.7207,43.5913,0.999999,14.8683,5.65737,train
312,0.724626,2.96435,3497.46,2616.07,1141.53,229.838,33.3318,171.699,162.09,55.4723,0.344765,0.450422,150.411,train
313,0.435517,3.486,3356.83,1544.63,107.351,153.772,56.1182,10.0133,146.922,57.9778,0.0701384,0.0734294,93.2769,train
314,0.910073,0.675632,2530.65,1782.28,272.972,170.708,26.2337,33.6044,156.117,54.1405,0.19316,0.22669,123.106,train
315,3.55929,0.112353,1627.88,2693.55,6872.89,216.046,48.759,50.626,207.308,216.046,1,22.7106,7.36604,test
316,2.81816,0.980715,2574.27,3142.8,1044.12,109.276,8.71348,84.3705,97.646,36.0871,0.272205,0.33876,80.8052,train
317,0.35117,1.03821,1837.25,3676.36,6512.2,290.091,9.80467,180.803,9.85771,57.1744,0.999811,10.0935,27.7637,train
318,0.199382,1.32235,3099.91,3444.55,253.826,169.963,49.5455,24.5764,130.2,54.9411,0.330212,0.410677,96.8235,test
319,1.88372,0.273483,3580.07,1638.85,4160.35,211.039,44.6198,74.5768,199.981,211.013,0.999839,9.2824,17.9256,test
320,0.0824779,0.101465,4028.97,3797.89,163.703,111.876,20.9576,10.2005,81.1797,47.4281,0.337627,0.492634,62.3112,train
321,0.231143,0.215205,3600.78,1527.35,4150.92,155.552,41.145,37.5939,110.383,155.519,0.999709,12.6286,9.05676,train
322,4.59428,0.78107,3938.54,1296.1,397.749,210.895,18.9857,62.6244,207.434,80.8466,0.322345,0.3929,157.447,train
323,0.0781451,0.100571,1638,1262.12,2073.19,167.934,10.6955,18.8799,20.4373,159.434,0.945943,16.3329,9.1067,train
324,0.0588691,2.42748,2835.09,3673.08,354.73,258.485,14.0569,35.8104,43.9231,18.0732,0.877812,2.12541,100.951,train
325,0.447294,0.164711,2889.13,3492.9,840.112,213.025,51.8709,64.1863,163.356,163.438,0.6923,1.46026,76.4021,train
326,0.0991779,0.398739,1297.93,1095.12,2768.39,92.8127,38.9768,6.93008,38.9768,54.8472,1,21.5061,2.50329,train
327,2.47937,0.243604,3582.07,2435.05,9951.18,113.049,47.7098,38.7583,108.685,113.049,1,16.7757,3.89485,train
328,0.522891,1.64364,3431.09,3580.26,1121.75,113.74,28.5474,67.1275,76.3237,39.9546,0.439195,0.625251,59.8416,train
329,0.314055,2.51987,2160.32,1297.98,204.039,230.093,57.3525,29.7109,186.301,66.4363,0.253512,0.300739,145.614,train
330,0.509487,0.283536,3613.8,3252.28,5134.18,156.78,20.8858,121.305,90.8959,152.433,0.968012,5.56768,23.627,train
331,0.0693868,0.449054,3853.59,4004.05,12768.8,96.9305,36.7706,16.086,36.7706,45.7171,1,47.7538,1.25979,train
332,0.287089,2.84397,3559.92,2545.65,1862.64,263.322,29.0022,195.177,72.3485,55.9613,0.815012,1.82252,104.786,train
333,4.50679,0.812339,4144.63,1876.82,5426.38,284.778,32.2981,371.438,264.893,275.926,0.964941,3.55919,68.4505,train
334,0.104549,1.29454,2662.87,1284.14,151.966,121.167,20.5657,11.445,80.0575,27.4504,0.408639,0.545854,75.3126,train
335,0.161693,3.56889,3343.46,2025.75,3754.8,104.328,5.09121,53.5685,5.23986,12.5007,0.998502,6.94543,14.2667,train
336,0.409866,0.173162,2967.22,2939.22,882.671,115.661,43.8711,27.3917,93.1384,97.6901,0.749669,1.73426,31.0328,train
337,4.29123,1.09385,4194.92,1229.74,12976.7,219.173,46.1779,232.677,206.247,219.152,0.999877,9.64696,17.9304,train
338,0.406314,0.0567014,1896.39,2417.25,4120.16,120.672,43.1667,10.6231,106.886,120.672,1,30.0607,2.57831,train
339,0.144012,2.06586,1291.96,1769.78,1910.23,280.387,55.1655,41.9018,55.178,66.6262,0.999944,10.2669,21.9355,train
340,1.09067,2.16643,2424.43,2334.63,112.923,191.038,7.37877,20.0855,183.442,11.35,0.0413589,0.0427051,177.87,train
341,4.09281,0.358012,2851.39,2525.52,3344.72,273.31,43.1466,201.763,256.022,266.295,0.969521,3.69924,60.3229,train
342,0.180788,2.44832,2416.35,2093.85,191.912,226.192,24.6064,30.905,155.447,30.635,0.350945,0.439312,161.037,test
343,0.0632416,0.0566023,2477.5,2195.98,4141.07,96.6922,57.6008,4.85795,65.6869,96.6839,0.999789,33.3157,1.17311,train
344,0.866277,0.722293,1053.96,2168.28,289.804,225.405,50.3953,40.4877,181.06,76.2474,0.253386,0.317414,139.707,train
345,0.298208,0.0987816,2780.89,2593.99,227.609,130.628,21.6812,15.3775,112.085,81.6936,0.550842,0.888269,67.561,train
346,0.959494,0.195478,2753.45,1911.25,3482.65,174.839,34.5711,52.3902,155.009,174.799,0.999713,9.32166,15.0432,train
347,0.209453,0.69737,1170.48,3461.76,175.167,207.767,46.8066,19.7494,127.21,54.9874,0.500477,0.714498,112.746,train
348,0.106419,1.23418,1040.42,2762.89,5401.62,285.72,43.0275,26.8713,43.0275,50.9078,1,48.7858,4.97467,test
349,0.200132,0.104103,1804.85,2171.55,13343,175.368,51.159,28.0793,97.631,175.368,1,59.0231,2.10442,train
350,0.710874,0.149263,1232.01,4154.65,414.171,290.184,16.5313,72.0275,207.943,132.679,0.424435,0.66787,173.908,test
351,4.78033,1.08167,2748.07,2492.6,567.481,232.049,16.3714,108.392,223.797,56.5736,0.1864,0.210476,191.005,train
352,0.645832,0.0589007,1602.18,1954.31,2859.86,155.779,38.1966,13.5349,142.699,155.779,1,24.8446,4.73272,test
353,0.456219,4.75034,1047.1,4101.92,736.075,95.9609,11.754,31.4497,30.1264,13.368,0.781818,1.54085,42.7262,train
354,1.07428,0.0974381,2898.08,3392.4,197.209,244.016,24.2449,32.0198,233.732,121.114,0.44077,0.596609,162.365,test
355,0.368823,1.03171,3223.91,3196.24,2012.94,214.862,46.5585,150.742,88.0872,92.2712,0.753251,1.69289,74.8864,train
356,1.34497,0.568822,2575.04,1225.21,2209.87,295.823,40.5219,166.453,247.762,279.361,0.935518,3.17088,75.3226,train
357,0.575255,0.869807,3520.31,3752.86,360.303,135.253,20.7013,36.0614,117.446,31.7487,0.155453,0.17792,100.086,train
358,0.0561269,1.47244,2158.26,3812.14,119.715,230.704,19.3411,15.9994,98.6267,22.1914,0.624884,0.98827,133.645,train
359,0.65151,1.74943,1749.36,2162.5,7611.86,173.543,29.3896,163.213,30.3395,72.5317,0.99341,6.67866,21.4419,train
360,2.20577,0.742479,1333.69,3528.45,2254.34,265.795,26.987,296.754,164.92,140.26,0.474329,0.860501,131.637,train
361,4.90807,0.75533,3874.53,2706.48,8702.48,93.0793,59.3865,67.4982,89.5299,92.4046,0.979973,4.25699,7.7562,test
362,0.218735,0.553642,1745.24,2203.36,299.696,149.236,55.1272,18.3202,101.245,70.1453,0.50995,0.785068,61.1293,train
363,0.249173,1.003,1683.91,3322.47,406.631,213.389,24.316,47.912,99.2001,38.6936,0.60394,0.969124,117.827,train
364,0.0993571,0.139184,2879.99,2257.02,218.568,230.239,54.0283,22.26,152.446,124.888,0.441473,0.763829,101.845,train
365,3.24775,0.979407,3698.74,1623.24,1029.9,249.27,55.8701,142.992,237.367,145.812,0.465059,0.647809,138.841,train
366,0.364625,0.109961,3093.55,3112.76,908.636,208.034,35.2369,52.3364,161.635,188.141,0.88488,2.65464,57.5989,train
367,0.0740787,4.97011,1499.64,1807.24,2550.88,156.373,21.8621,14.943,21.8621,23.5258,1,22.962,5.858,test
368,0.13978,0.0729782,2304.4,3920.96,1070.34,91.5108,14.3397,18.1687,35.1052,77.8347,0.822782,3.74056,16.9747,train
369,4.08466,0.170614,1781.55,1536.37,133.605,283.543,42.7081,25.0586,280.1,138.306,0.396942,0.5097,187.557,train
370,3.43244,0.554813,2972.45,2080.34,957.764,213.473,16.4513,125.251,201.197,124.969,0.550793,0.829809,130.775,train
371,0.101224,0.246717,3230.16,2268.92,142.948,157.771,41.6694,12.3026,120.145,63.6468,0.324079,0.437192,86.0629,test
372,4.93331,0.0684318,2220.87,2885.27,2869.15,209.912,7.61608,39.9422,206.267,209.912,0.999999,14.5314,13.9213,train
373,1.5978,1.22742,3668.75,3303.95,3214.33,291.097,30.9507,499.09,205.957,154.021,0.473079,0.792618,155.27,train
374,1.51856,0.366275,4186.82,4027.07,9467.96,254.427,27.3573,333.069,202.041,253.165,0.994439,6.41889,35.1786,train
375,0.565073,0.0778685,3041.23,2352.34,685.121,91.2461,39.8338,9.11856,85.94,89.6148,0.968272,3.74029,13.3094,test
376,0.153925,1.13234,1508.5,1052.91,412.307,193.579,26.6981,30.9158,60.4333,52.6287,0.797849,1.77569,74.9825,train
377,2.42665,1.57459,3143.35,2461.82,519.527,206.166,15.3886,89.9866,194.369,38.6028,0.121683,0.134025,173.209,train
378,4.03834,1.82824,1911.48,2468.03,153.705,259.869,56.6707,30.4114,255.929,63.4106,0.0331691,0.0340648,197.855,train
379,0.140166,3.39387,3865.47,2066.19,3538.79,174.239,32.9482,76.382,33.2628,43.8406,0.997773,6.53144,21.5842,train
380,4.20609,0.130452,2954.84,3761.47,4097.82,161.818,51.0126,54.3541,157.445,161.783,0.999685,8.35112,13.2642,test
381,0.179889,1.46804,3339.99,2580.5,196.807,159.822,14.0829,23.9805,119.91,20.4131,0.273862,0.327561,121.848,train
382,0.0699451,0.841401,3174.59,1317.79,124.132,117.259,49.6932,6.20303,89.3236,55.2877,0.413457,0.559033,49.9714,train
383,1.02691,0.466615,3760.65,3553.03,346.866,154.874,13.6572,42.568,143.851,39.3331,0.181819,0.209221,122.722,test
384,0.943075,0.0701638,1982.31,2456.73,7491.1,185.831,24.4929,27.8105,170.955,185.831,1,43.4585,3.71247,train
385,0.686309,0.360792,1806.8,3004.82,116.183,275.361,14.4199,27.5497,253.144,39.832,0.0973866,0.107169,237.123,train
386,3.70062,3.6472,3528.94,1697.2,2634.1,108.349,23.6221,169.359,95.3808,50.9821,0.322918,0.42554,64.2948,train
387,2.43568,0.0515443,1041.23,3909.91,1464.48,137.507,7.6231,26.146,127.198,137.358,0.998855,7.26667,17.8535,train
388,0.428194,0.103985,1302.93,2516.65,361.985,186.735,36.3529,26.4177,139.383,137.302,0.671286,1.38324,72.9802,train
389,0.329302,0.731138,3666.89,2071.31,868.076,119.365,31.3924,46.3443,80.9853,61.9945,0.436271,0.718896,53.3874,test
390,3.69431,0.117723,4098.86,1231.41,1230.38,94.8032,28.1153,9.66523,94.1649,94.7885,0.999779,8.48751,7.85545,train
391,0.0581087,0.300206,1826.08,3067.8,837.154,166.927,30.8618,14.4261,30.9738,46.5259,0.999177,7.88941,17.2323,train
392,3.65882,0.296135,3543.25,2759.44,17345.5,118.571,27.0756,74.767,112.804,118.571,1,21.2264,4.31046,train
393,2.86885,0.0764108,3378.58,1157.5,1080.73,165.476,40.2898,11.072,164.333,165.475,0.999995,12.2193,10.2449,train
